"id","index","ec_list_no","cas_id_number","name","page_id","url"
"19077","","248-602-4","27685-51-4","Mercury(2+) tetrakis(thiocyanato-N)cobaltate(2-)","45826","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45826"
"19078","","607-220-1","23294-41-9","(+)-Bis[(R)-1-phenylethyl]amine","45829","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45829"
"19079","","500-035-6","25214-63-5","Ethylenediamine, propoxylated","45831","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45831"
"19080","","219-061-1","2345-24-6","Neryl isobutyrate","45836","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45836"
"19081","","249-204-3","28768-32-3","4,4'-methylenebis[N,N-bis(2,3-epoxypropyl)aniline]","45843","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45843"
"19082","","616-456-4","77-38-3","Ethanamine, 2-(1-(4-chlorophenyl)-1-phenylethoxy)-N,N-dimethyl-","45851","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45851"
"19083","","307-332-8","97593-29-8","Glycerides, C8-21 and C8-21-unsatd. mono- and di-","45857","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45857"
"19084","","210-160-5","608-31-1","2,6-dichloroaniline","45858","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45858"
"19085","","273-633-5","68990-93-2","Tallow, reaction products with diethylenetriamine, compds. with di-Et sulfate","45863","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45863"
"19086","","204-407-6","120-55-8","Oxydiethylene dibenzoate","45867","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45867"
"19087","","233-826-7","10377-60-3, 13446-18-9","Magnesium nitrate","45874","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45874"
"19088","","258-887-7","53956-04-0","Ammonium glycyrrhizate","45875","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45875"
"19089","","242-976-2","19342-01-9","(R)-N,N,α-trimethylbenzylamine","45879","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45879"
"19090","","210-533-2","617-84-5","N,N-diethylformamide","45890","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45890"
"19091","","263-767-2","62942-43-2","(formylmethyl)triphenylphosphonium chloride","45898","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45898"
"19092","","620-285-0","902146-43-4","(2S)-2-benzyl-N,N-dimethylaziridine-1-sulfonamide","45899","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45899"
"19093","","262-107-0","60207-93-4","1-[[2-(2,4-dichlorophenyl)-4-ethyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole","45906","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45906"
"19094","","240-046-0","15905-32-5","3',6'-dihydroxy-2',4',5',7'-tetraiodospiro[isobenzofuran-1(3H),9'-[9H]xanthene]-3-one","45916","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45916"
"19095","","282-478-2","84238-07-3","Aluminium, 4-hydroxy-3-[(4-sulfo-1-naphthalenyl)azo]-1-naphthalenesulfonic acid complex","45917","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45917"
"19096","","926-448-5","","Sodium O-isopentyl dithiocarbonate","45918","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45918"
"19097","","278-354-2","75975-86-9","Phenol, reaction products with isobutylene, styrene and 2,2,4-trimethylpentene","45922","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45922"
"19098","","218-900-9","2277-19-2","(Z)-non-6-enal","45925","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45925"
"19099","","255-847-0","42487-09-2","N,N'-(2,5-dichloro-1,4-phenylene)bis[3-oxobutyramide]","45926","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45926"
"19100","","614-959-3","6939-23-7","2-(tert-butylamino)acetic acid hydrochloride","45927","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45927"
"19101","","271-687-4","68604-36-4","Fatty acids, C16-18 and C18-unsatd., compds. with ethanolamine","45933","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45933"
"19102","","204-046-4","114-33-0","N-methylnicotinamide","45937","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45937"
"19103","","203-569-5","108-29-2","γ-valerolactone","45940","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45940"
"19104","","604-121-5","139237-90-4","(1S,3R)-3-((Z)-2-Chloro-3,3,3-trifluoroprop-1-enyl)-2,2-dimethylcyclopropanecarbonyl chloride","45943","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45943"
"19105","","281-142-2","83863-76-7","4-(4-chlorophenyl)-1-[4-(4-fluorophenyl)-4-oxobutyl]-4-piperidyl decanoate hydrochloride","45947","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45947"
"19106","","206-564-6","354-58-5","Trichlorotrifluoroethane","45948","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45948"
"19107","","605-014-6","1555-62-0","3,3'-(dodecylazanediyl)dipropanenitrile","45953","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45953"
"19108","","238-175-2","14282-76-9","2-bromo-3-methylthiophene","45954","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45954"
"19109","","618-162-1","88426-33-9","2-[[4-(1,1-dimethylethyl)cyclohexyl]methyl]-3-hydroxy-1,4-naphthalenedione","45955","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45955"
"19110","","291-275-8","90367-27-4","Ethanol, 2,2'-[[3-[(2-hydroxyethyl)amino]propyl]imino]bis-, N-tallow alkyl derivs.","45956","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45956"
"19111","","292-791-6","90990-28-6","Fatty acids, C12-20 and C12-20-unsatd., C12-15-alkyl esters, oxidized, sulfonated","45961","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45961"
"19112","","927-186-4","","Ethyl 3-(2-((4-carbamimidoylphenylamino)methyl)-1-methyl-N-(pyridin-2-yl)-1H-benzo[d]imidazole-5-carboxamido)propanoate 4-methylbenzenesulfonate","45962","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45962"
"19113","","213-948-7","1068-57-1","Acetohydrazide","45969","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45969"
"19114","","237-525-1","13826-35-2","3-phenoxybenzylic alcohol","45973","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45973"
"19115","","259-389-2","54903-50-3","4,5,6,7-tetrahydrothieno[3,2-c]pyridine","45981","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45981"
"19116","","252-250-7","34850-66-3","Sodium (±)-7,7-dimethyl-2-oxobicyclo[2.2.1]heptane-1-methanesulphonate","45984","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45984"
"19117","","242-802-5","19077-98-6","4'-(2-pyridylsulphamoyl)acetanilide","45987","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45987"
"19118","","239-603-0","15548-60-4","5-bromo-4-chloroindol-3-yl-β-D-glucopyranoside","45994","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45994"
"19119","","228-683-2","6324-10-3","4,5-dibromothenoic acid","45999","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/45999"
"19120","","204-284-9","118-90-1","o-toluic acid","46000","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46000"
"19121","","207-191-1","451-02-5","Ethyl 3-fluorobenzoate","46007","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46007"
"19122","","252-066-7","34506-45-1","Ammonium tridecan-1-yl sulphate","46008","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46008"
"19123","","261-532-9","58977-40-5","Dipotassium 1(or 4)-dodecyl 2-sulphonatosuccinate","46009","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46009"
"19124","","250-139-8","30345-49-4","Tetrabutylphosphonium acetate","46011","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46011"
"19125","","600-602-9","104810-47-1","EO bis(benztriazolyl)phenylpropionat","46020","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46020"
"19126","","212-430-8","816-39-7","1,3-dibromoacetone","46026","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46026"
"19127","","295-158-2","91844-89-2","Cinnamomum aromaticum, ext.","46028","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46028"
"19128","","284-915-2","84989-26-4","Chromate(3-), [3-[(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)azo]-2-hydroxy-5-nitrobenzenesulfonato(3-)][3-hydroxy-4-[(2-hydroxy-1-naphthalenyl)azo]-7-nitro-1-naphthalenesulfonato(3-)]-, sodium","46030","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46030"
"19129","","210-309-4","612-41-9","o-nitrocinnamic acid","46035","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46035"
"19130","","200-481-9","60-54-8","Tetracycline","46036","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46036"
"19131","","601-719-8","120547-52-6","Oxirane, 2-[(C12-13-alkyloxy)methyl] derivs.","46037","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46037"
"19132","","227-945-3","6048-29-9","Phenacyltriphenylphosphonium bromide","46038","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46038"
"19133","","213-275-9","933-98-2","3-ethyl-o-xylene","46040","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46040"
"19134","","279-519-1","80632-53-7","Methyl α-cyano-1-cyclohexene-1-acetate","46041","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46041"
"19135","","264-649-3","64063-37-2","2,6-dichloro-m-toluidine","46042","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46042"
"19136","","202-042-7","91-13-4","α,α'-dibromo-o-xylene","46043","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46043"
"19137","","401-310-2","93051-44-6, 93051-94-6","Hexasodium 2-[8-amino-7-[[5-[[4-chloro-6-[[3-[[2-(sulfato)ethyl]sulfonyl]phenyl]amino]-1,3,5-triazin-2-yl] amino]-2 sulfonatophenyl]azo]-1-hydroxy-3,6-disulfonato-2-naphthalenyl]azo]-naphthalene-1,5-disulfonate","46047","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46047"
"19138","","283-103-5","84540-12-5","Soaps, stocks, rape-oil, acidulated","46051","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46051"
"19139","","219-760-1","2524-67-6","4-morpholinoaniline","46052","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46052"
"19140","","235-546-0","12270-13-2","2-[[4-[ethyl(2-hydroxyethyl)amino]phenyl]azo]-6-methoxy-3-methylbenzothiazolium methyl sulphate","46058","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46058"
"19141","","500-528-6","161074-92-6","D-Glucopyranose, oligomers, undecenyl glycosides","46061","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46061"
"19142","","290-867-3","90268-64-7","2-Butenedioic acid (Z)-, di-C10-20-branched and linear alkyl esters, sulfonated, ammonium salts","46068","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46068"
"19143","","419-510-3","","YELLOW DO 2847","46072","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46072"
"19144","","600-146-0","100986-85-4","(-)-(S)-9-Fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyrido[1,2,3-de]-1,4-benzoxazine-6-carboxylic acid","46074","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46074"
"19145","","209-339-0","572-09-8","2,3,4,6-tetra-O-acetyl-α-D-glucopyranosyl bromide","46077","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46077"
"19146","","700-238-1","132900-75-5","2-methylbenzene-1,4-diyl bis{4-[4-(acryloyloxy)butoxy]benzoate}","46084","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46084"
"19147","","236-769-6","13477-39-9","Calcium bis(metaphosphate)","46089","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46089"
"19148","","204-359-6","119-94-8","N-benzyl-N-ethyl-m-toluidine","46091","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46091"
"19149","","917-449-1","","2(2-OXO-2,3-DIHYDRO-4-INDOLYL)ETHYLTOLUENESULPHONATE","46092","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46092"
"19150","","610-008-1","42267-27-6","(S)-N-[4-(2,5-dioxo-4-oxazolidinyl)butyl]-2,2,2-trifluoroacetamide","46096","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46096"
"19151","","230-711-3","7287-19-6","Prometryn","46097","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46097"
"19152","","238-712-0","14667-55-1","2,3,5-trimethylpyrazine","46098","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46098"
"19153","","272-035-1","68649-83-2","Resin acids and Rosin acids, fumarated, potassium salts","46103","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46103"
"19154","","206-440-1","342-24-5","2-fluorobenzophenone","46104","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46104"
"19155","","223-164-7","3758-34-7","Estra-1,3,5(10)-triene-3,17β-diol 17-propionate","46107","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46107"
"19156","","225-429-2","4844-38-6","Diethyl dodecylphosphonate","46110","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46110"
"19157","","260-152-0","56396-10-2","4-[[5-(anilino)carbonyl-2-methoxyphenyl]azo]-3-hydroxynaphthalene-2-carboxamide","46114","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46114"
"19158","","252-134-6","34664-47-6","Sodium bis[3-[(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)azo]-4-hydroxybenzenesulphonamidato(2-)]cobaltate(1-)","46119","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46119"
"19159","","212-040-8","753-89-9","1-chloro-2,2-dimethylpropane","46120","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46120"
"19160","","484-460-1","","O,O',O''-(methylsilylidyne)trioxime 2-pentanone","46122","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46122"
"19161","","267-966-5","67968-63-2","9(or 10)-sulphooctadecanoic acid, potassium salt","46129","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46129"
"19162","","276-033-1","71799-54-7","Octadecanoic acid, reaction products with tetraethylenepentamine","46131","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46131"
"19163","","618-887-3","92921-24-9","3-Sulfo-N-succinimidyl 4-(N-Maleimidomethyl)cyclohexane-1-carboxylate Sodium Salt","46133","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46133"
"19164","","220-976-3","2955-88-6","2-pyrrolidin-1-ylethanol","46137","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46137"
"19165","","290-799-4","90244-96-5","Pine, Pinus laricio, ext.","46139","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46139"
"19166","","262-690-1","61295-41-8","3-[(2-methyl-3-furyl)thio]heptan-4-one","46146","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46146"
"19167","","235-479-7","12244-57-4","Sodium aurothiomalate","46147","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46147"
"19168","","203-127-1","103-60-6","2-phenoxyethyl isobutyrate","46156","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46156"
"19169","","609-880-6","40949-94-8","Potassium bis(trimethylsilyl)amide","46160","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46160"
"19170","","213-399-3","943-27-1","p-tert-butylacetophenone","46162","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46162"
"19171","","614-912-7","69045-83-6","2,3-Dichloro-5-(trichloromethyl)pyridine","46163","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46163"
"19172","","221-546-8","3141-26-2","3,4-dibromothiophene","46165","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46165"
"19173","","235-310-7","12163-26-7","Magnesium diniobate","46167","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46167"
"19174","","229-626-4","6631-94-3","Methyl phenothiazin-2-yl ketone","46168","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46168"
"19175","","270-532-8","68443-53-8","(propan-2-olato)tris(stearate-O)titanium","46169","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46169"
"19176","","251-327-2","32998-00-8","6-chloro-1,3,5-triazine-2,4(1H,3H)-dione, sodium salt","46175","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46175"
"19177","","614-451-1","68410-22-0","Fatty acids, C18-unsatd., dimers, reaction products with diethylenetriamine","46178","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46178"
"19178","","246-342-6","24599-21-1","2-(phosphonooxy)ethyl methacrylate","46182","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46182"
"19179","","213-691-0","1002-69-3","1-chlorodecane","46184","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46184"
"19180","","604-149-8","139539-71-2","CASSIFFIX","46187","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46187"
"19181","","252-928-2","36226-32-1","(3-pyridylmethyl)urea","46188","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46188"
"19182","","231-869-6","7773-01-5, 13446-34-9, 64333-01-3","Manganese dichloride","46189","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46189"
"19183","","213-330-7","937-51-9","3-perhydroazepin-1-ylpropiononitrile","46191","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46191"
"19184","","258-512-7","53398-78-0","(E)-hex-2-enyl formate","46192","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46192"
"19185","","629-714-6","10060-12-5","Chromium (III) chloride hexahydrate","46193","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46193"
"19186","","236-594-5","13446-12-3","Ammonium hydrogen phosphonate","46196","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46196"
"19187","","279-815-0","81782-77-6","4-methyl-3-decen-5-ol","46200","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46200"
"19188","","607-386-5","244772-00-7","Cycloaliphatisches Epoxyharz~","46203","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46203"
"19189","","607-553-2","251102-25-7","1-Ethyl-3-methylimidazolium methyl carbonate","46204","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46204"
"19190","","260-546-2","57074-34-7","S-[1-methyl-1-(4-methyl-2-oxocyclohexyl)ethyl] (1Rtrans)ethanethioate","46205","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46205"
"19191","","232-759-0","9014-46-4","Transaldolase","46210","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46210"
"19192","","200-339-6","57-56-7","Semicarbazide","46211","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46211"
"19193","","244-283-0","21224-03-3","1,6-hexanediyl dioleate","46225","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46225"
"19194","","239-565-5","15522-71-1","Tris(2,2,6,6-tetramethylheptane-3,5-dionato-O,O')europium","46226","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46226"
"19195","","255-392-8","41484-35-9","Thiodiethylene bis[3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate]","46232","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46232"
"19196","","210-792-1","623-42-7","Methyl butyrate","46233","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46233"
"19197","","264-195-6","63451-33-2","Magnesiumsodium N,N'-1,2-cyclohexanediylbis[N-(carboxymethyl)]glycinate (1:2:1)","46252","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46252"
"19198","","215-359-0","1323-83-7","Distearic acid, diester with glycerol","46257","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46257"
"19199","","260-495-6","56975-11-2","1,1'-(tetradecylimino)dipropan-2-ol","46258","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46258"
"19200","","257-399-1","51765-51-6","N-(2-phenoxyphenyl)methanesulphonamide","46263","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46263"
"19201","","208-833-3","542-90-5","Ethyl thiocyanate","46265","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46265"
"19202","","272-943-8","68921-51-7","2-Butenedioic acid (E)-, di-C12-18-alkyl esters","46269","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46269"
"19203","","216-423-0","1579-40-4","Di-p-tolyl ether","46273","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46273"
"19204","","221-860-5","3260-85-3","4-chloro-2-methylanisole","46276","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46276"
"19205","","270-416-7","68439-73-6","Amines, N-(C14-18 and C16-18-unsatd. alkyl)trimethylenedi-","46277","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46277"
"19206","","286-542-0","85252-25-1","Isodecyl salicylate","46281","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46281"
"19207","","603-436-5","13076-17-0","(3R,6R)-3,6-Dimethyl-1,4-dioxane-2,5-dione","46282","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46282"
"19208","","210-237-3","610-89-9","Ethyl 2-acetylpent-4-enoate","46283","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46283"
"19209","","228-332-3","6228-73-5","Cyclopropanecarboxamide","46285","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46285"
"19210","","265-318-6","65036-65-9","Sodium p-(2-bromoethyl)benzenesulphonate","46288","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46288"
"19211","","618-689-7","909779-47-1","Acetamide,2-[2-[4-[(S)-(4-chlorophenyl)phenylmethyl]-1-piperazinyl]ethoxy]-","46290","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46290"
"19212","","930-916-4","","1,3-Cyclohexanediol, 6-[(dimethylamino)methyl]-1-(3-methoxyphenyl)-,1R,3R,6R)-rel-, phosphate, hydrate","46292","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46292"
"19213","","216-784-4","1667-10-3","4,4'-bis(chloromethyl)-1,1'-biphenyl","46296","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46296"
"19214","","233-895-3","10419-77-9","Diethyl (iodomethyl)phosphonate","46297","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46297"
"19215","","223-231-0","3776-30-5","2,2,6,6-tetrachlorocyclohexan-1-one","46300","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46300"
"19216","","211-732-7","692-50-2","1,1,1,4,4,4-hexafluorobut-2-yne","46302","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46302"
"19217","","234-055-9","10519-12-7","Decahydro-2-naphthyl formate","46303","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46303"
"19218","","219-692-2","2498-50-2","4-aminobenzamidine dihydrochloride","46307","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46307"
"19219","","500-034-0","25155-81-1","Formaldehyde, oligomeric reaction products with toluene","46308","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46308"
"19220","","451-330-0","","5,6,7-TRIMETHYLOCTA-2,5-DIEN-4-ONE","46310","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46310"
"19221","","257-977-3","52509-14-5","(1,3-dioxolan-2-ylmethyl)triphenylphosphonium bromide","46321","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46321"
"19222","","210-628-9","620-19-9","α-chloro-m-xylene","46322","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46322"
"19223","","240-213-8","16068-46-5","Phosphoric acid, potassium salt","46323","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46323"
"19224","","240-458-0","16409-44-2","3,7-dimethylocta-2,6-dienyl acetate","46327","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46327"
"19225","","284-854-1","84988-66-9","Lawsonia inermis, ext.","46332","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46332"
"19226","","235-399-2","12217-48-0","2-[2-[4-[(2-cyanoethyl)methylamino]phenyl]vinyl]-1,3,3-trimethyl-3H-indolium chloride","46334","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46334"
"19227","","263-090-2","61789-80-8","Quaternary ammonium compounds, bis(hydrogenated tallow alkyl)dimethyl, chlorides","46335","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46335"
"19228","","266-564-7","67075-37-0","2,9-bis(2-phenylethyl)anthra[2,1,9-def:6,5,10-d'e'f']diisoquinoline-1,3,8,10(2H,9H)-tetrone","46342","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46342"
"19229","","296-654-1","92908-26-4","1,6-Octadiene, 7-methyl-3-methylene-, acid-hydrated, citronellol fractions","46344","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46344"
"19230","","213-579-1","987-65-5","Adenosine 5'-(tetrahydrogen triphosphate), disodium salt","46346","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46346"
"19231","","267-638-1","67905-19-5","Perfluoropalmitic acid","46347","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46347"
